movie,year,tmdb_link,tmdb_id,genres,normalized_title,family_id
Can't Buy Me Love,1987,https://www.themoviedb.org/movie/12919,12919,"Comedy, Romance",can t buy me love,FAM0385
Love Don't Cost a Thing,2003,https://www.themoviedb.org/movie/21542,21542,"Comedy, Drama, Family, Romance",love don t cost a thing,FAM0385
Wings of Desire,1987,https://www.themoviedb.org/movie/144,144,"Drama, Fantasy, Romance",wings of desire,FAM0386
City of Angels,1998,https://www.themoviedb.org/movie/795,795,"Romance, Drama, Fantasy",city of angels,FAM0386
The Grand Highway,1987,https://www.themoviedb.org/movie/60797,60797,Drama,grand highway,FAM0387
Paradise,1991,https://www.themoviedb.org/movie/68430,68430,Drama,paradise,FAM0387
Pathfinder,1987,https://www.themoviedb.org/movie/2172,2172,Adventure,pathfinder,FAM0388
Pathfinder,2006,https://www.themoviedb.org/movie/1534,1534,"Adventure, Action",pathfinder,FAM0388
RoboCop,1987,https://www.themoviedb.org/movie/5548,5548,"Action, Thriller, Science Fiction",robocop,FAM0389
RoboCop,2014,https://www.themoviedb.org/movie/97020,97020,"Action, Adventure, Crime, Science Fiction, Thriller",robocop,FAM0389
The Stepfather,1987,https://www.themoviedb.org/movie/25155,25155,"Horror, Thriller",stepfather,FAM0390
The Stepfather,2009,https://www.themoviedb.org/movie/19904,19904,"Horror, Thriller",stepfather,FAM0390
Child's Play,1988,https://www.themoviedb.org/movie/10585,10585,Horror,child s play,FAM0391
Child's Play,2019,https://www.themoviedb.org/movie/533642,533642,"Horror, Thriller",child s play,FAM0391
Night of the Demons,1988,https://www.themoviedb.org/movie/24924,24924,"Horror, Comedy",night of the demons,FAM0392
Night of the Demons,2009,https://www.themoviedb.org/movie/27646,27646,"Horror, Action, Comedy",night of the demons,FAM0392
Shame,1988,https://www.themoviedb.org/movie/113747,113747,"Drama, Crime",shame,FAM0393
Shame,1992,https://www.themoviedb.org/movie/291666,291666,"Drama, TV Movie",shame,FAM0393
The Vanishing,1988,https://www.themoviedb.org/movie/8740,8740,"Thriller, Mystery",vanishing,FAM0394
The Vanishing,1993,https://www.themoviedb.org/movie/1644,1644,"Thriller, Drama, Mystery, Horror",vanishing,FAM0394
The Firm,1989,https://www.themoviedb.org/movie/17300,17300,"Drama, Crime",firm,FAM0395
The Firm,2009,https://www.themoviedb.org/movie/31218,31218,Drama,firm,FAM0395
The Little Mermaid,1989,https://www.themoviedb.org/movie/10144,10144,"Animation, Family, Fantasy",little mermaid,FAM0396
The Little Mermaid,2023,https://www.themoviedb.org/movie/447277,447277,"Adventure, Family, Fantasy, Romance",little mermaid,FAM0396
Agneepath,1990,https://www.themoviedb.org/movie/37403,37403,"Action, Crime, Drama",agneepath,FAM0397
Agneepath,2012,https://www.themoviedb.org/movie/84858,84858,"Action, Crime, Drama",agneepath,FAM0397
Flatliners,1990,https://www.themoviedb.org/movie/1551,1551,"Drama, Science Fiction, Horror",flatliners,FAM0398
Flatliners,2017,https://www.themoviedb.org/movie/400710,400710,"Drama, Horror, Thriller",flatliners,FAM0398
Total Recall,1990,https://www.themoviedb.org/movie/861,861,"Action, Adventure, Science Fiction",total recall,FAM0399
Total Recall,2012,https://www.themoviedb.org/movie/64635,64635,"Action, Science Fiction, Thriller",total recall,FAM0399
Beauty and the Beast,1991,https://www.themoviedb.org/movie/10020,10020,"Romance, Family, Animation, Fantasy",beauty and the beast,FAM0400
Beauty and the Beast,2017,https://www.themoviedb.org/movie/321612,321612,"Family, Fantasy, Romance",beauty and the beast,FAM0400
La Totale!,1991,https://www.themoviedb.org/movie/75944,75944,"Adventure, Comedy",la totale,FAM0401
True Lies,1994,https://www.themoviedb.org/movie/36955,36955,"Action, Thriller",true lies,FAM0401
My Father the Hero,1991,https://www.themoviedb.org/movie/20978,20978,"Comedy, Drama",my father the hero,FAM0402
My Father the Hero,1994,https://www.themoviedb.org/movie/10486,10486,"Family, Comedy, Romance",my father the hero,FAM0402
Point Break,1991,https://www.themoviedb.org/movie/1089,1089,"Action, Thriller, Crime",point break,FAM0403
Point Break,2015,https://www.themoviedb.org/movie/257088,257088,"Action, Adventure, Crime, Thriller",point break,FAM0403
Aladdin,1992,https://www.themoviedb.org/movie/812,812,"Animation, Family, Adventure, Fantasy, Romance",aladdin,FAM0404
Aladdin,2019,https://www.themoviedb.org/movie/420817,420817,"Adventure, Fantasy, Romance, Family",aladdin,FAM0404
Meet the Parents,1992,https://www.themoviedb.org/movie/236405,236405,"Comedy, Romance",meet the parents,FAM0405
Meet the Parents,2000,https://www.themoviedb.org/movie/1597,1597,"Comedy, Romance",meet the parents,FAM0405
White Men Can't Jump,1992,https://www.themoviedb.org/movie/10158,10158,"Comedy, Drama",white men can t jump,FAM0406
White Men Can't Jump,2023,https://www.themoviedb.org/movie/920125,920125,"Comedy, Drama",white men can t jump,FAM0406
Hodet over vannet,1993,https://www.themoviedb.org/movie/40918,40918,"Comedy, Thriller",hodet over vannet,FAM0407
Head Above Water,1996,https://www.themoviedb.org/movie/11103,11103,"Comedy, Thriller",head above water,FAM0407
Les Visiteurs,1993,https://www.themoviedb.org/movie/11687,11687,"Fantasy, Comedy",les visiteurs,FAM0408
Just Visiting,2001,https://www.themoviedb.org/movie/56715,56715,"Comedy, Fantasy, Science Fiction",just visiting,FAM0408
Eat Drink Man Woman,1994,https://www.themoviedb.org/movie/10451,10451,"Comedy, Drama, Romance",eat drink man woman,FAM0409
Tortilla Soup,2001,https://www.themoviedb.org/movie/15104,15104,"Comedy, Drama, Romance",tortilla soup,FAM0409
"Louis 19, King of the Airwaves",1994,https://www.themoviedb.org/movie/196875,196875,Comedy,louis 19 king of the airwaves,FAM0410
EDtv,1999,https://www.themoviedb.org/movie/11374,11374,Comedy,edtv,FAM0410
Forrest Gump,1994,https://www.themoviedb.org/movie/13,13,"Comedy, Drama, Romance",forrest gump,FAM0411
Laal Singh Chaddha,2022,https://www.themoviedb.org/movie/601635,601635,"Drama, Romance, Comedy",laal singh chaddha,FAM0411
Un indien dans la ville,1994,https://www.themoviedb.org/movie/11479,11479,"Adventure, Drama, Family, Comedy",un indien dans la ville,FAM0412
Jungle 2 Jungle,1997,https://www.themoviedb.org/movie/9446,9446,"Comedy, Family",jungle 2 jungle,FAM0412
The Lion King,1994,https://www.themoviedb.org/movie/8587,8587,"Animation, Family, Drama, Adventure",lion king,FAM0413
The Lion King,2019,https://www.themoviedb.org/movie/420818,420818,"Adventure, Drama, Family, Animation",lion king,FAM0413
Neuf mois,1994,https://www.themoviedb.org/movie/63150,63150,Comedy,neuf mois,FAM0414
Nine Months,1995,https://www.themoviedb.org/movie/11472,11472,"Romance, Comedy",nine months,FAM0414
Nightwatch,1994,https://www.themoviedb.org/movie/6498,6498,"Horror, Thriller",nightwatch,FAM0415
Nightwatch,1997,https://www.themoviedb.org/movie/2212,2212,"Drama, Horror, Mystery, Thriller",nightwatch,FAM0415
The Apartment,1996,https://www.themoviedb.org/movie/12531,12531,"Thriller, Comedy",apartment,FAM0416
Wicker Park,2004,https://www.themoviedb.org/movie/11208,11208,"Drama, Mystery, Romance, Thriller",wicker park,FAM0416
Don't Look Up,1996,https://www.themoviedb.org/movie/58405,58405,Horror,don t look up,FAM0417
Ghost Theater,2015,https://www.themoviedb.org/movie/371241,371241,Horror,ghost theater,FAM0417
Shall We Dance?,1996,https://www.themoviedb.org/movie/11239,11239,"Music, Comedy, Drama, Romance",shall we dance,FAM0418
Shall We Dance?,2004,https://www.themoviedb.org/movie/4380,4380,"Drama, Romance, Comedy",shall we dance,FAM0418
Cube,1997,https://www.themoviedb.org/movie/431,431,"Thriller, Science Fiction, Mystery",cube,FAM0419
Cube,2021,https://www.themoviedb.org/movie/792678,792678,"Thriller, Mystery, Science Fiction",cube,FAM0419
Funny Games,1997,https://www.themoviedb.org/movie/10234,10234,"Drama, Horror, Thriller",funny games,FAM0420
Funny Games,2007,https://www.themoviedb.org/movie/8461,8461,"Thriller, Horror",funny games,FAM0420
Insomnia,1997,https://www.themoviedb.org/movie/26610,26610,"Thriller, Crime, Mystery",insomnia,FAM0421
Insomnia,2002,https://www.themoviedb.org/movie/320,320,"Thriller, Crime, Drama",insomnia,FAM0421
My Father's Dragon,1997,https://www.themoviedb.org/movie/92113,92113,"Animation, Fantasy",my father s dragon,FAM0422
My Father's Dragon,2022,https://www.themoviedb.org/movie/560052,560052,"Animation, Adventure, Family, Fantasy, Comedy",my father s dragon,FAM0422
Open Your Eyes,1997,https://www.themoviedb.org/movie/1902,1902,"Drama, Thriller, Science Fiction",open your eyes,FAM0423
Vanilla Sky,2001,https://www.themoviedb.org/movie/1903,1903,"Mystery, Romance, Science Fiction",vanilla sky,FAM0423
Cats,1998,https://www.themoviedb.org/movie/26598,26598,"Music, Fantasy",cats,FAM0424
Cats,2019,https://www.themoviedb.org/movie/536869,536869,"Fantasy, Comedy, Drama",cats,FAM0424
Mulan,1998,https://www.themoviedb.org/movie/10674,10674,"Animation, Family, Adventure",mulan,FAM0425
Mulan,2020,https://www.themoviedb.org/movie/337401,337401,"Adventure, Fantasy, Action",mulan,FAM0425
Pokémon: The First Movie,1998,https://www.themoviedb.org/movie/10228,10228,"Animation, Family, Adventure, Fantasy, Action",pok mon the first movie,FAM0426
Pokémon: Mewtwo Strikes Back – Evolution,2019,https://www.themoviedb.org/movie/571891,571891,"Animation, Adventure, Fantasy, Action, Family",pok mon mewtwo strikes back evolution,FAM0426
Ringu,1998,https://www.themoviedb.org/movie/2671,2671,"Horror, Thriller",ringu,FAM0427
The Ring,2002,https://www.themoviedb.org/movie/565,565,"Horror, Mystery",ring,FAM0427
Stepmom,1998,https://www.themoviedb.org/movie/9441,9441,"Drama, Romance, Comedy",stepmom,FAM0428
We Are Family,2010,https://www.themoviedb.org/movie/44972,44972,"Drama, Family",we are family,FAM0428
Taxi,1998,https://www.themoviedb.org/movie/2330,2330,"Action, Comedy, Crime, Adventure",taxi,FAM0429
Taxi,2004,https://www.themoviedb.org/movie/11045,11045,"Action, Comedy, Thriller, Crime",taxi,FAM0429
Bangkok Dangerous,1999,https://www.themoviedb.org/movie/3173,3173,"Thriller, Action, Crime",bangkok dangerous,FAM0430
Bangkok Dangerous,2008,https://www.themoviedb.org/movie/13184,13184,"Action, Crime, Thriller",bangkok dangerous,FAM0430
Himitsu,1999,https://www.themoviedb.org/movie/88517,88517,"Drama, Fantasy",himitsu,FAM0431
The Secret,2007,https://www.themoviedb.org/movie/15403,15403,"Animation, Science Fiction, Family, TV Movie, Action",secret,FAM0431
The Mummy,1999,https://www.themoviedb.org/movie/564,564,"Adventure, Action, Fantasy",mummy,FAM0432
The Mummy,2017,https://www.themoviedb.org/movie/282035,282035,"Fantasy, Thriller, Action, Adventure, Horror",mummy,FAM0432
Nueve Reinas,2000,https://www.themoviedb.org/movie/18079,18079,"Crime, Thriller, Drama",nueve reinas,FAM0433
Criminal,2004,https://www.themoviedb.org/movie/14198,14198,"Action, Comedy, Thriller",criminal,FAM0433
Das Experiment,2001,https://www.themoviedb.org/movie/575,575,"Drama, Thriller",das experiment,FAM0434
The Experiment,2010,https://www.themoviedb.org/movie/43549,43549,"Thriller, Drama",experiment,FAM0434
I Am Sam,2001,https://www.themoviedb.org/movie/10950,10950,Drama,i am sam,FAM0435
Main Aisa Hi Hoon,2005,https://www.themoviedb.org/movie/316812,316812,"Drama, Family",main aisa hi hoon,FAM0435
The Last Kiss,2001,https://www.themoviedb.org/movie/12308,12308,"Comedy, Drama, Romance",last kiss,FAM0436
The Last Kiss,2006,https://www.themoviedb.org/movie/7511,7511,"Comedy, Drama, Romance",last kiss,FAM0436
Mostly Martha,2001,https://www.themoviedb.org/movie/3640,3640,"Romance, Comedy",mostly martha,FAM0437
No Reservations,2007,https://www.themoviedb.org/movie/3638,3638,"Comedy, Romance, Drama",no reservations,FAM0437
Pulse,2001,https://www.themoviedb.org/movie/27324,27324,"Horror, Thriller, Mystery",pulse,FAM0438
Pulse,2006,https://www.themoviedb.org/movie/9682,9682,"Horror, Science Fiction, Mystery, Drama",pulse,FAM0438
Cabin Fever,2002,https://www.themoviedb.org/movie/11547,11547,Horror,cabin fever,FAM0439
Cabin Fever,2016,https://www.themoviedb.org/movie/298584,298584,Horror,cabin fever,FAM0439
Dark Water,2002,https://www.themoviedb.org/movie/12205,12205,"Horror, Mystery, Thriller",dark water,FAM0440
Dark Water,2005,https://www.themoviedb.org/movie/9009,9009,"Horror, Mystery",dark water,FAM0440
Infernal Affairs,2002,https://www.themoviedb.org/movie/10775,10775,"Drama, Action, Thriller, Crime, Mystery",infernal affairs,FAM0441
The Departed,2006,https://www.themoviedb.org/movie/1422,1422,"Drama, Thriller, Crime",departed,FAM0441
Lilo & Stitch,2002,https://www.themoviedb.org/movie/11544,11544,"Animation, Family, Comedy",lilo stitch,FAM0442
Lilo & Stitch,2025,https://www.themoviedb.org/movie/552524,552524,"Family, Science Fiction, Comedy",lilo stitch,FAM0442
Ben Hur,2003,https://www.themoviedb.org/movie/64609,64609,"Family, Animation",ben hur,FAM0443
Ben-Hur,2016,https://www.themoviedb.org/movie/271969,271969,"Action, History, Adventure, Drama",ben hur,FAM0443
Nathalie...,2003,https://www.themoviedb.org/movie/38376,38376,Drama,nathalie,FAM0444
Chloe,2009,https://www.themoviedb.org/movie/468086,468086,"Comedy, Romance, Family",chloe,FAM0444
Kaakha Kaakha,2003,https://www.themoviedb.org/movie/330629,330629,"Crime, Thriller, Action",kaakha kaakha,FAM0445
Gharshana,2004,https://www.themoviedb.org/movie/63671,63671,"Crime, Action, Thriller",gharshana,FAM0445
Interview,2003,https://www.themoviedb.org/movie/36350,36350,Drama,interview,FAM0446
Interview,2007,https://www.themoviedb.org/movie/8414,8414,Drama,interview,FAM0446
Midsommer,2003,https://www.themoviedb.org/movie/16032,16032,"Drama, Horror, Mystery, Thriller",midsommer,FAM0447
Solstice,2008,https://www.themoviedb.org/movie/14660,14660,"Drama, Horror, Mystery",solstice,FAM0447
The Room,2003,https://www.themoviedb.org/movie/17473,17473,"Drama, Romance",room,FAM0448
The Room Returns!,2025,https://www.themoviedb.org/movie/1097699,1097699,"Drama, Romance",room returns,FAM0448
Brødre,2004,https://www.themoviedb.org/movie/3875,3875,"Drama, War",br dre,FAM0449
Brothers,2009,https://www.themoviedb.org/movie/7445,7445,"Drama, Thriller, War",brothers,FAM0449
District 13,2004,https://www.themoviedb.org/movie/10045,10045,"Action, Thriller, Science Fiction",district 13,FAM0450
Brick Mansions,2014,https://www.themoviedb.org/movie/254473,254473,"Action, Crime, Drama",brick mansions,FAM0450
Sigaw,2004,https://www.themoviedb.org/movie/110285,110285,"Thriller, Horror",sigaw,FAM0451
The Echo,2008,https://www.themoviedb.org/movie/25329,25329,"Horror, Thriller, Drama, Mystery",echo,FAM0451
Le Convoyeur,2004,https://www.themoviedb.org/movie/21776,21776,"Action, Drama, Crime, Thriller",le convoyeur,FAM0452
Wrath of Man,2021,https://www.themoviedb.org/movie/637649,637649,"Thriller, Crime, Drama",wrath of man,FAM0452
One Missed Call,2004,https://www.themoviedb.org/movie/9694,9694,"Horror, Mystery, Fantasy",one missed call,FAM0453
One Missed Call,2008,https://www.themoviedb.org/movie/6933,6933,"Horror, Mystery, Thriller",one missed call,FAM0453
Sideways,2004,https://www.themoviedb.org/movie/9675,9675,"Comedy, Drama, Romance",sideways,FAM0454
Sideways,2009,https://www.themoviedb.org/movie/128169,128169,"Comedy, Romance",sideways,FAM0454
13 Tzameti,2005,https://www.themoviedb.org/movie/6077,6077,"Action, Thriller",13 tzameti,FAM0455
13,2010,https://www.themoviedb.org/movie/44982,44982,"Drama, Thriller",13,FAM0455
Anthony Zimmer,2005,https://www.themoviedb.org/movie/11604,11604,"Thriller, Crime, Drama, Romance",anthony zimmer,FAM0456
The Tourist,2010,https://www.themoviedb.org/movie/37710,37710,"Action, Thriller, Romance",tourist,FAM0456
Ghajini,2005,https://www.themoviedb.org/movie/69636,69636,"Action, Romance, Thriller",ghajini,FAM0457
Ghajini,2008,https://www.themoviedb.org/movie/14070,14070,"Action, Romance, Thriller",ghajini,FAM0457
Classmates,2006,https://www.themoviedb.org/movie/325914,325914,"Mystery, Romance",classmates,FAM0458
Classmates,2007,https://www.themoviedb.org/movie/533852,533852,"Drama, Romance",classmates,FAM0458
Billa,2007,https://www.themoviedb.org/movie/23767,23767,"Action, Thriller",billa,FAM0459
Billa,2009,https://www.themoviedb.org/movie/23766,23766,"Comedy, Drama",billa,FAM0459
Death at a Funeral,2007,https://www.themoviedb.org/movie/2196,2196,"Comedy, Drama",death at a funeral,FAM0460
Death at a Funeral,2010,https://www.themoviedb.org/movie/34803,34803,Comedy,death at a funeral,FAM0460
The Debt,2007,https://www.themoviedb.org/movie/35941,35941,Documentary,debt,FAM0461
The Debt,2010,https://www.themoviedb.org/movie/48289,48289,"Drama, Thriller",debt,FAM0461
REC,2007,https://www.themoviedb.org/movie/38410,38410,"Horror, Mystery, Crime, Thriller",rec,FAM0462
Quarantine,2008,https://www.themoviedb.org/movie/13812,13812,"Horror, Science Fiction, Thriller",quarantine,FAM0462
Anything for Her,2008,https://www.themoviedb.org/movie/14556,14556,"Drama, Thriller",anything for her,FAM0463
The Next Three Days,2010,https://www.themoviedb.org/movie/43539,43539,"Romance, Drama, Thriller, Crime",next three days,FAM0463
LOL (Laughing Out Loud),2008,https://www.themoviedb.org/movie/21861,21861,Comedy,lol laughing out loud,FAM0464
LOL,2012,https://www.themoviedb.org/movie/80271,80271,"Drama, Comedy, Romance",lol,FAM0464
Martyrs,2008,https://www.themoviedb.org/movie/9539,9539,"Horror, Drama, Thriller",martyrs,FAM0465
Martyrs,2015,https://www.themoviedb.org/movie/362057,362057,"Horror, Mystery",martyrs,FAM0465
Suspect X aka Yôgisha X no kenshin,2008,https://www.themoviedb.org/movie/42341,42341,"Crime, Drama, Mystery",suspect x aka y gisha x no kenshin,FAM0466
Perfect Number aka Yong-eui-ja X,2012,https://www.themoviedb.org/movie/138665,138665,"Thriller, Mystery",perfect number aka yong eui ja x,FAM0466
Ready,2008,https://www.themoviedb.org/movie/15110,15110,"Action, Documentary",ready,FAM0467
Ready,2011,https://www.themoviedb.org/movie/65946,65946,"Action, Comedy",ready,FAM0467
Scandal Makers,2008,https://www.themoviedb.org/movie/18384,18384,"Comedy, Drama",scandal makers,FAM0468
Scandal Maker,2016,https://www.themoviedb.org/movie/498833,498833,"Comedy, Family, Drama",scandal maker,FAM0468
Gulumaal: The Escape,2009,https://www.themoviedb.org/movie/330505,330505,"Thriller, Comedy",gulumaal the escape,FAM0469
All the Best,2012,https://www.themoviedb.org/movie/226292,226292,"Drama, Comedy",all the best,FAM0469
Bride Wars,2009,https://www.themoviedb.org/movie/10521,10521,"Comedy, Romance",bride wars,FAM0470
Bride Wars,2015,https://www.themoviedb.org/movie/362519,362519,"Comedy, Romance",bride wars,FAM0470
The Girl with the Dragon Tattoo,2009,https://www.themoviedb.org/movie/15472-man-som-hatar-kvinnor?language=en-US,15472,"Thriller, Drama",girl with the dragon tattoo,FAM0471
The Girl with the Dragon Tattoo,2011,https://www.themoviedb.org/movie/65754-the-girl-with-the-dragon-tattoo?language=en-US,65754,"Thriller, Crime",girl with the dragon tattoo,FAM0471
Kick,2009,https://www.themoviedb.org/movie/35067,35067,"Action, Adventure",kick,FAM0472
Kick,2014,https://www.themoviedb.org/movie/280690,280690,"Action, Romance, Comedy, Crime",kick,FAM0472
The Secret in Their Eyes (El secreto de sus ojos),2009,https://www.themoviedb.org/movie/25376,25376,"Mystery, Thriller, Drama",secret in their eyes el secreto de sus ojos,FAM0473
Secret in Their Eyes,2015,https://www.themoviedb.org/movie/290751,290751,"Thriller, Mystery, Crime",secret in their eyes,FAM0473
How to Train Your Dragon,2010,https://www.themoviedb.org/movie/10191,10191,"Fantasy, Adventure, Animation, Family",how to train your dragon,FAM0474
How to Train Your Dragon,2025,https://www.themoviedb.org/movie/1087192,1087192,"Fantasy, Family, Action, Adventure",how to train your dragon,FAM0474
Blind,2011,https://www.themoviedb.org/movie/79374,79374,Thriller,blind,FAM0475
The Witness,2015,https://www.themoviedb.org/movie/356332,356332,Documentary,witness,FAM0475
The Intouchables,2011,https://www.themoviedb.org/movie/77338,77338,"Drama, Comedy",intouchables,FAM0476
The Upside,2019,https://www.themoviedb.org/movie/440472,440472,"Comedy, Drama",upside,FAM0476
The Body (El Cuerpo),2012,https://www.themoviedb.org/movie/111083,111083,"Thriller, Mystery",body el cuerpo,FAM0477
The Body,2019,https://www.themoviedb.org/movie/648316,648316,"Thriller, Mystery",body,FAM0477
Chef,2014,https://www.themoviedb.org/movie/212778,212778,Comedy,chef,FAM0478
Chef,2017,https://www.themoviedb.org/movie/471972,471972,"Drama, Comedy, Family",chef,FAM0478
Veeram,2014,https://www.themoviedb.org/movie/247504,247504,"Action, Comedy",veeram,FAM0479
Kisi Ka Bhai Kisi Ki Jaan,2023,https://www.themoviedb.org/movie/966719,966719,"Romance, Action",kisi ka bhai kisi ki jaan,FAM0479
Last Shift,2014,https://www.themoviedb.org/movie/296065,296065,"Horror, Mystery",last shift,FAM0480
Malum,2023,https://www.themoviedb.org/movie/1094403,1094403,Horror,malum,FAM0480
Wonderful Nightmare,2015,https://www.themoviedb.org/movie/342055,342055,Comedy,wonderful nightmare,FAM0481
Beautiful Accident,2017,https://www.themoviedb.org/movie/420635,420635,"Comedy, Fantasy, Romance",beautiful accident,FAM0481
A Man Called Ove,2015,https://www.themoviedb.org/movie/348678,348678,"Comedy, Drama",man called ove,FAM0482
A Man Called Otto,2022,https://www.themoviedb.org/movie/937278,937278,"Comedy, Drama",man called otto,FAM0482
The Guilty,2018,https://www.themoviedb.org/movie/486947,486947,"Thriller, Drama, Crime",guilty,FAM0483
The Guilty,2021,https://www.themoviedb.org/movie/567748,567748,"Drama, Thriller",guilty,FAM0483
Jersey,2019,https://www.themoviedb.org/movie/795776,795776,Drama,jersey,FAM0484
Jersey,2022,https://www.themoviedb.org/movie/1032682,1032682,"Drama, Documentary",jersey,FAM0484
Nosferatu,2023,https://www.themoviedb.org/movie/394151,394151,Horror,nosferatu,FAM0485
Nosferatu,2024,https://www.themoviedb.org/movie/426063,426063,"Horror, Fantasy",nosferatu,FAM0485
Vash,2023,https://www.themoviedb.org/movie/1155640,1155640,Horror,vash,FAM0486
Shaitaan,2024,https://www.themoviedb.org/movie/1187619,1187619,"Thriller, Horror",shaitaan,FAM0486
Land Beyond the Law,1937,https://www.themoviedb.org/movie/243640,243640,"Action, Western",land beyond the law,FAM0487
Spring Parade,1940,https://www.themoviedb.org/movie/218312,218312,"Comedy, Music",spring parade,FAM0488
You Can't Escape Forever,1942,https://www.themoviedb.org/movie/27897,27897,Thriller,you can t escape forever,FAM0489
Abbott and Costello in Hollywood,1945,https://www.themoviedb.org/movie/46068,46068,Comedy,abbott and costello in hollywood,FAM0490
The House Across the Street,1949,https://www.themoviedb.org/movie/33808,33808,"Comedy, Drama, Crime",house across the street,FAM0491
On the Riviera,1951,https://www.themoviedb.org/movie/29577,29577,"Comedy, Music, Romance",on the riviera,FAM0492
Back from Eternity,1956,https://www.themoviedb.org/movie/46525,46525,"Adventure, Drama",back from eternity,FAM0493
The Front Page,1974,https://www.themoviedb.org/movie/987,987,Comedy,front page,FAM0494
Victor/Victoria,1982,https://www.themoviedb.org/movie/12614,12614,"Music, Comedy, Romance",victor victoria,FAM0495
Love Affair,1994,https://www.themoviedb.org/movie/43742,43742,"Drama, Romance",love affair,FAM0496
The Mighty Kong,1998,https://www.themoviedb.org/movie/291309,291309,"Adventure, Animation, Family",mighty kong,FAM0497
Kolamba Sanniya Returns,2018,https://www.themoviedb.org/movie/1050911,1050911,Comedy,kolamba sanniya returns,FAM0498
The Legend of Maula Jatt,2021,https://www.themoviedb.org/movie/464293,464293,"Drama, Fantasy, Action",legend of maula jatt,FAM0499
Vengeance in the Dreary Night,2025,https://www.themoviedb.org/movie/1463298,1463298,"Crime, Drama, Mystery, Thriller",vengeance in the dreary night,FAM0500
