Movie,Year,TMDB Link,Genre
Wrath of Man,2021,https://www.themoviedb.org/movie/637649,"Thriller, Crime, Drama"
X Marks the Spot,1931,https://www.themoviedb.org/movie/156413,"Crime, Drama"
X Marks the Spot,1942,https://www.themoviedb.org/movie/186857,Mystery
Yellow Sky,1948,https://www.themoviedb.org/movie/20638,Western
You Can't Escape Forever,1942,https://www.themoviedb.org/movie/27897,Thriller
You're Never Too Young,1955,https://www.themoviedb.org/movie/53441,Comedy
"Yours, Mine & Ours",2005,https://www.themoviedb.org/movie/13499,"Comedy, Family, Romance"
"Yours, Mine and Ours",1968,https://www.themoviedb.org/movie/27983,Comedy
Zero Hour!,1957,https://www.themoviedb.org/movie/54541,"Drama, Thriller"
Zinda,2006,https://www.themoviedb.org/movie/20971,"Action, Thriller"
The Great Gatsby,1974,https://www.themoviedb.org/movie/11034-the-great-gatsby?language=en-US,"Drama, Romance"
The Great Gatsby,2013,https://www.themoviedb.org/movie/64682-the-great-gatsby?language=en-US,"Drama, Romance"
The Great Gatsby,2000,https://www.themoviedb.org/movie/34027-the-great-gatsby?language=en-US,"Drama, Romance"
The Girl with the Dragon Tattoo,2009,https://www.themoviedb.org/movie/15472-man-som-hatar-kvinnor?language=en-US,"Thriller, Drama"
The Girl with the Dragon Tattoo,2011,https://www.themoviedb.org/movie/65754-the-girl-with-the-dragon-tattoo?language=en-US,"Thriller, Crime"
